,X,tracks,track_id,popularity,artist,artist_full,artist_id,album,album_id,user_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,uri,analysis_url,display_name,user_followers,artist.1,genres,artist_id.1,artist_popularity,artist_followers,year
1,1,I Don't Care (with Justin Bieber),3HVWdVOQ0ZA45FuZGSfvns,0.82,Ed Sheeran,Ed Sheeran feat. Justin Bieber,6eUKZXaKkcviH0Ku9w2n3V,I Don't Care (with Justin Bieber),5Nux7ozBJ5KJ02QYWwrneR,12153873361,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947,4,spotify:track:3HVWdVOQ0ZA45FuZGSfvns,https://api.spotify.com/v1/audio-analysis/3HVWdVOQ0ZA45FuZGSfvns,Ma Adelle Gia Arbo,33,BTS,"k-pop,k-pop boy group",3Nrfpe0tUJi4K4DXYWgMUX,96,42733517,2019
2,2,Sunflower - Spider-Man: Into the Spider-Verse,3KkXRkHbMCARz0aVfEt68P,0.86,Post Malone,Post Malone feat. Swae Lee,246dkjvS1zLTtiykXe5h60,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),35s58BRTGAEWztPo9WqCIs,12153873361,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,158040,4,spotify:track:3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P,Ma Adelle Gia Arbo,33,BTS,"k-pop,k-pop boy group",3Nrfpe0tUJi4K4DXYWgMUX,96,42733517,2019
3,3,God Is Good All the Time,72ca3wjJVhUqctSVSC9idE,0.33,Don Moen,Don Moen,2JGLjTHV2t8u8wxmLaiFfe,By Special Request: Vol. 1,0mcib3bdk3MywTW1F43V1i,12153873361,0.547,0.914,2,-5.082,1,0.0627,0.11,6.75E-06,0.29,0.52,117.983,360867,4,spotify:track:72ca3wjJVhUqctSVSC9idE,https://api.spotify.com/v1/audio-analysis/72ca3wjJVhUqctSVSC9idE,Ma Adelle Gia Arbo,33,PDL,"opm,pinoy hip hop,pinoy r&b",0iqkVK6sTXi7DZWWOeKy8Q,55,115191,2019
4,4,Dancing With A Stranger (with Normani),6Qs4SXO9dwPj5GKvVOv8Ki,0.8,Sam Smith,Sam Smith feat. Normani,2wY79sveU1sp5g7SokKOiI,Dancing With A Stranger (with Normani),1V9oE8bVilClrk5naqyyvL,12153873361,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97E-06,0.222,0.347,102.998,171030,4,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,https://api.spotify.com/v1/audio-analysis/6Qs4SXO9dwPj5GKvVOv8Ki,Ma Adelle Gia Arbo,33,SWV,"contemporary r&b,dance pop,girl group,hip hop,hip pop,neo soul,new jack swing,quiet storm,r&b,urban contemporary",2NmK5FyrQ18HOPXq1UBzqa,63,1437168,2019
5,5,i'm so tired...,7COXchtUOMd6uIT6HvmRaI,0.06,Lauv,Lauv feat. Troye Sivan,5JZ7CnR6gTvEMKX4g70Amv,i'm so tired...,13yMsBNa2femeWzhcDOqFw,12153873361,0.599,0.733,11,-7.058,1,0.203,0.176,0,0.242,0.534,102.211,162583,4,spotify:track:7COXchtUOMd6uIT6HvmRaI,https://api.spotify.com/v1/audio-analysis/7COXchtUOMd6uIT6HvmRaI,Ma Adelle Gia Arbo,33,TWICE,"k-pop,k-pop girl group",7n2Ycct7Beij7Dj7meI4X0,86,11640800,2019
6,6,Passionfruit,5mCPDVBb16L4XQwDdbRUpz,0.83,Drake,Drake,3TVXtAsR1Inumwj472S9r4,More Life,1lXY618HWkwYKJWBRYR4MK,12153873361,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298941,4,spotify:track:5mCPDVBb16L4XQwDdbRUpz,https://api.spotify.com/v1/audio-analysis/5mCPDVBb16L4XQwDdbRUpz,Ma Adelle Gia Arbo,33,Bullet Dumas,"pinoy indie,pinoy rock",1hFH6NZJrhl0Un65IZxlZH,26,27083,2019
7,7,Happier,2dpaYNEQHiRxtZbfNsse99,0.85,Marshmello,Marshmello feat. Bastille,64KEffDW9EtZ1y2vBYgq8T,Happier,78EicdHZr5XBWD7llEZ1Jh,12153873361,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,4,spotify:track:2dpaYNEQHiRxtZbfNsse99,https://api.spotify.com/v1/audio-analysis/2dpaYNEQHiRxtZbfNsse99,Ma Adelle Gia Arbo,33,Bullet Dumas,"pinoy indie,pinoy rock",1hFH6NZJrhl0Un65IZxlZH,26,27083,2019
8,8,Slide (feat. Frank Ocean & Migos),6gpcs5eMhJwax4mIfKDYQk,0.75,Calvin Harris,Calvin Harris feat. Frank Ocean feat. Migos,7CajNmpbOovFoOoasH2HaY,Slide (feat. Frank Ocean & Migos),1UIlzhqJLiA3f6OVw7QKn6,12153873361,0.736,0.795,1,-3.299,0,0.0545,0.498,1.21E-06,0.254,0.511,104.066,230813,4,spotify:track:6gpcs5eMhJwax4mIfKDYQk,https://api.spotify.com/v1/audio-analysis/6gpcs5eMhJwax4mIfKDYQk,Ma Adelle Gia Arbo,33,The Killers,"alternative rock,dance rock,modern rock,permanent wave,rock",0C0XlULifJtAgn6ZNCW2eu,80,6305189,2019
9,9,Lost In Japan,79esEXlqqmq0GPz0xQSZTV,0.75,Shawn Mendes,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,2VP96XdMOKTXefI8Nui23s,12153873361,0.713,0.738,10,-6.784,1,0.374,0.255,0,0.106,0.425,105.027,201200,4,spotify:track:79esEXlqqmq0GPz0xQSZTV,https://api.spotify.com/v1/audio-analysis/79esEXlqqmq0GPz0xQSZTV,Ma Adelle Gia Arbo,33,Illustrado,"pinoy alternative rap,pinoy hip hop,tagalog rap",1nSimtmn2BcWySymd0bBFJ,25,4854,2019
10,10,Someone You Loved,7qEHsqek33rTcFNT9PFqLf,0.89,Lewis Capaldi,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,Divinely Uninspired To A Hellish Extent,5658aM19fA3JVwTK6eQX70,12153873361,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182161,4,spotify:track:7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf,Ma Adelle Gia Arbo,33,KOLATERAL,"pinoy indie,tagalog rap",5VtAIbaGnzEbVXhhTMaWgJ,30,12461,2019
11,11,How Do You Sleep?,6b2RcmUt1g9N9mQ3CbjX2Y,0.78,Sam Smith,Sam Smith,2wY79sveU1sp5g7SokKOiI,How Do You Sleep?,7baaCf70tVcUBL2bbkuXjo,12153873361,0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567,202205,5,spotify:track:6b2RcmUt1g9N9mQ3CbjX2Y,https://api.spotify.com/v1/audio-analysis/6b2RcmUt1g9N9mQ3CbjX2Y,Ma Adelle Gia Arbo,33,Apoc the Death Architect,pinoy alternative rap,1vTHFJCzdMpMJ75GD9Loft,14,2640,2019
12,12,That's What I Like,0KKkJNfGyhkQ5aFogxQAPU,0.84,Bruno Mars,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,24K Magic,4PgleR09JVnm3zY1fW3XBA,12153873361,0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,206693,4,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU,Ma Adelle Gia Arbo,33,Post Malone,"dfw rap,melodic rap,rap",246dkjvS1zLTtiykXe5h60,92,35178137,2019
13,13,Paradise,7njKgVl3AnLflRad38o7AG,0.03,Bazzi,Bazzi,4GvEc3ANtPPjt1ZJllr5Zl,Paradise,5mLjE4CPn8kNpzqNNslabJ,12153873361,0.844,0.644,11,-6.273,0,0.0479,0.0828,0,0.113,0.591,122.061,169038,4,spotify:track:7njKgVl3AnLflRad38o7AG,https://api.spotify.com/v1/audio-analysis/7njKgVl3AnLflRad38o7AG,Ma Adelle Gia Arbo,33,Clara Benin,"opm,pinoy indie,pinoy singer-songwriter",5ebPSE9YI5aLeZ1Z2gkqjn,51,103884,2019
14,14,Circles,21jGcNKet2qwijlDFuPiPb,0.89,Post Malone,Post Malone,246dkjvS1zLTtiykXe5h60,Hollywood's Bleeding,4g1ZRSobMefqF6nelkgibi,12153873361,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4,spotify:track:21jGcNKet2qwijlDFuPiPb,https://api.spotify.com/v1/audio-analysis/21jGcNKet2qwijlDFuPiPb,Ma Adelle Gia Arbo,33,BLKD,"pinoy alternative rap,pinoy hip hop",4I1iKyF3JdZ8sR9RHdGFfJ,23,6462,2019
15,15,Slow Hands,2cOUlop2ZakjOKe4WinesN,0.79,Niall Horan,Niall Horan,1Hsdzj7Dlq2I7tHP7501T4,Flicker (Deluxe),7ahctQBwcSxDdP0fRAPo2p,12153873361,0.735,0.425,0,-6.648,1,0.0464,0.011,0,0.055,0.848,85.896,188174,4,spotify:track:2cOUlop2ZakjOKe4WinesN,https://api.spotify.com/v1/audio-analysis/2cOUlop2ZakjOKe4WinesN,Ma Adelle Gia Arbo,33,BLACKPINK,"k-pop,k-pop girl group",41MozSoPIsD1dJM0CLPjZF,84,26847016,2019
16,16,Beautiful People (feat. Khalid),4evmHXcjt3bTUHD1cvny97,0.79,Ed Sheeran,Ed Sheeran feat. Khalid,6eUKZXaKkcviH0Ku9w2n3V,Beautiful People (feat. Khalid),3E12WU80fDMyu7GyIAx7wJ,12153873361,0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,197867,4,spotify:track:4evmHXcjt3bTUHD1cvny97,https://api.spotify.com/v1/audio-analysis/4evmHXcjt3bTUHD1cvny97,Ma Adelle Gia Arbo,33,KOLATERAL,"pinoy indie,tagalog rap",5VtAIbaGnzEbVXhhTMaWgJ,30,12461,2019
17,17,ocean eyes,7hDVYcQq6MxkdJGweuCtl9,0.82,Billie Eilish,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,dont smile at me,7fRrTyKvE4Skh93v97gtcU,12153873361,0.511,0.363,4,-7.65,0,0.041,0.816,0.0317,0.084,0.169,144.892,200379,4,spotify:track:7hDVYcQq6MxkdJGweuCtl9,https://api.spotify.com/v1/audio-analysis/7hDVYcQq6MxkdJGweuCtl9,Ma Adelle Gia Arbo,33,Lil Wayne,"hip hop,new orleans rap,pop rap,rap,trap",55Aa2cqylxrFIXC767Z865,89,11249637,2019
18,18,Sign of the Times,5Ohxk2dO5COHF1krpoPigN,0.84,Harry Styles,Harry Styles,6KImCVD70vtIoJWnq6nGn3,Harry Styles,1FZKIm3JVDCxTchXDo5jOV,12153873361,0.516,0.595,5,-4.63,1,0.0313,0.0275,0,0.109,0.222,119.972,340707,4,spotify:track:5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/audio-analysis/5Ohxk2dO5COHF1krpoPigN,Ma Adelle Gia Arbo,33,Lil Nas X,"lgbtq+ hip hop,pop",7jVv8c5Fj3E9VhNjxT4snq,91,8177747,2019
19,19,You & Me,5g45gvxgaYVuhkDACPnvfh,0,James TW,James TW,0B3N0ZINFWvizfa8bKiz4v,You & Me,4fZk4ATcsp1hC6WKuh6Y9K,12153873361,0.714,0.683,11,-6.333,1,0.0443,0.196,7.73E-06,0.102,0.824,127.021,231653,4,spotify:track:5g45gvxgaYVuhkDACPnvfh,https://api.spotify.com/v1/audio-analysis/5g45gvxgaYVuhkDACPnvfh,Ma Adelle Gia Arbo,33,Manu Pilas,,2TJHmhbmT7L3gw2NKyDTHh,59,31744,2019
20,20,Señorita,0TK2YIli7K1leLovkQiNik,0.83,Shawn Mendes,Shawn Mendes feat. Camila Cabello,7n2wHs1TKAczGzO7Dd2rGr,Señorita,2ZaX1FdZCwchXl1QZiD4O4,12153873361,0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,190960,4,spotify:track:0TK2YIli7K1leLovkQiNik,https://api.spotify.com/v1/audio-analysis/0TK2YIli7K1leLovkQiNik,Ma Adelle Gia Arbo,33,KOLATERAL,"pinoy indie,tagalog rap",5VtAIbaGnzEbVXhhTMaWgJ,30,12461,2019
21,21,Childism,2MFOCxpC2vFwAmWq0xKgAG,0,KIAN,KIAN,1TulCA2zO3YxAjQ7ZsvtDq,Childism,4k5JGBecOixj1BgXqsi7Pb,12153873361,0.703,0.527,2,-9.416,1,0.0546,0.515,2.05E-05,0.369,0.455,131.988,224027,4,spotify:track:2MFOCxpC2vFwAmWq0xKgAG,https://api.spotify.com/v1/audio-analysis/2MFOCxpC2vFwAmWq0xKgAG,Ma Adelle Gia Arbo,33,Clara Benin,"opm,pinoy indie,pinoy singer-songwriter",5ebPSE9YI5aLeZ1Z2gkqjn,51,103884,2019
22,22,A Million Dreams,0RoA7ObU6phWpqhlC9zH4Z,0.76,Ziv Zaifman,Ziv Zaifman feat. Hugh Jackman feat. Michelle Williams,2cQr2KbzdRtIFlfbHGnNsL,The Greatest Showman (Original Motion Picture Soundtrack),7ayBZIe1FHkNv0T5xFCX6F,12153873361,0.265,0.312,7,-11.689,1,0.0569,0.243,0,0.0893,0.0998,54.747,269453,3,spotify:track:0RoA7ObU6phWpqhlC9zH4Z,https://api.spotify.com/v1/audio-analysis/0RoA7ObU6phWpqhlC9zH4Z,Ma Adelle Gia Arbo,33,Bullet Dumas,"pinoy indie,pinoy rock",1hFH6NZJrhl0Un65IZxlZH,26,27083,2019
23,23,Younger,2qXicQG06oT0ijKBznpgQv,0.67,Ruel,Ruel,5xkAtLTf309LAGZTbvULBn,Younger,4rTW2Lgkp1nwYw0jNIK2sI,12153873361,0.745,0.477,11,-7.706,0,0.088,0.202,0,0.12,0.454,136.055,222320,4,spotify:track:2qXicQG06oT0ijKBznpgQv,https://api.spotify.com/v1/audio-analysis/2qXicQG06oT0ijKBznpgQv,Ma Adelle Gia Arbo,33,Macklemore & Ryan Lewis,"dance pop,pop,pop rap,seattle hip hop",5BcAKTbp20cv7tC5VqPFoC,80,2562139,2019
24,24,1950,0CZ8lquoTX2Dkg7Ak2inwA,0.76,King Princess,King Princess,6beUvFUlKliUYJdLOXNj9C,1950,5p0UaZsYWMn4L1dSpc6AhN,12153873361,0.6,0.535,4,-7.043,1,0.107,0.648,4.70E-06,0.162,0.269,71.912,225133,4,spotify:track:0CZ8lquoTX2Dkg7Ak2inwA,https://api.spotify.com/v1/audio-analysis/0CZ8lquoTX2Dkg7Ak2inwA,Ma Adelle Gia Arbo,33,BROCKHAMPTON,"boy band,hip hop,pop,rap",1Bl6wpkWCQ4KVgnASpvzzA,74,1897510,2019
25,25,Peer Pressure (feat. Julia Michaels),4JWQC6gyYoPRnxRxk0ta2M,0,James Bay,James Bay feat. Julia Michaels,4EzkuveR9pLvDVFNx6foYD,Peer Pressure (feat. Julia Michaels),4pPJ0Hwrvadty8bGsg4Msg,12153873361,0.631,0.715,1,-6.083,0,0.0277,0.0299,0,0.121,0.42,135.826,176880,4,spotify:track:4JWQC6gyYoPRnxRxk0ta2M,https://api.spotify.com/v1/audio-analysis/4JWQC6gyYoPRnxRxk0ta2M,Ma Adelle Gia Arbo,33,Rage Against The Machine,"alternative metal,alternative rock,conscious hip hop,funk metal,nu metal,political hip hop,rap metal,rap rock,rock",2d0hyoQ5ynDBnkvAbJKORj,74,4596373,2019
26,26,Pumped Up Kicks,7w87IxuO7BDcJ3YUqCyMTT,0.86,Foster The People,Foster The People,7gP3bB2nilZXLfPHJhMdvc,Torches,7Kmmw7Z5D2UD5MVwdm10sT,12153873361,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,4,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,https://api.spotify.com/v1/audio-analysis/7w87IxuO7BDcJ3YUqCyMTT,Ma Adelle Gia Arbo,33,Slapshock,"opm,pinoy metal,pinoy rock",50ifAXDdkDGG0RTON2If8K,49,139661,2019
27,27,Young Dumb & Broke,5Z3GHaZ6ec9bsiI5BenrbY,0.82,Khalid,Khalid,6LuN9FCkKOj5PcnpouEgny,American Teen,6kf46HbnYCZzP6rjvQHYzg,12153873361,0.799,0.539,1,-6.351,1,0.0421,0.199,1.66E-05,0.165,0.394,136.948,202547,4,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,https://api.spotify.com/v1/audio-analysis/5Z3GHaZ6ec9bsiI5BenrbY,Ma Adelle Gia Arbo,33,Calix,pinoy trap,3gEaOQBVDqW6dRJtFap8pi,28,6170,2019
28,28,Thick And Thin,3D110t9ctcoOoylXsc3iR8,0.68,LANY,LANY,49tQo2QULno7gxHutgccqF,Malibu Nights,6SWmGozzQDUaczHXMuE8Za,12153873361,0.697,0.551,5,-6.179,0,0.0282,0.059,0,0.0762,0.339,99.996,212002,4,spotify:track:3D110t9ctcoOoylXsc3iR8,https://api.spotify.com/v1/audio-analysis/3D110t9ctcoOoylXsc3iR8,Ma Adelle Gia Arbo,33,Gloc 9,"opm,pinoy hip hop,pinoy trap,tagalog rap",7HJDRQAfEcFiARVehhM6qD,63,910172,2019
29,29,Superhero,1Fo4OvzP9PThFKMeMIAEYu,0.65,Lauv,Lauv,5JZ7CnR6gTvEMKX4g70Amv,Superhero,1Xf5RZ7zQjF2WEkk7KpZVi,12153873361,0.681,0.34,7,-8.617,1,0.0339,0.82,0,0.285,0.417,129.98,179998,4,spotify:track:1Fo4OvzP9PThFKMeMIAEYu,https://api.spotify.com/v1/audio-analysis/1Fo4OvzP9PThFKMeMIAEYu,Ma Adelle Gia Arbo,33,Illustrado,"pinoy alternative rap,pinoy hip hop,tagalog rap",1nSimtmn2BcWySymd0bBFJ,25,4854,2019
30,30,Riptide,3JvrhDOgAt6p7K8mDyZwRd,0.8,Vance Joy,Vance Joy,10exVja0key0uqUkk6LJRT,Dream Your Life Away (Special Edition),5S9b8euumqMhQbMk0zzQdH,12153873361,0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,204280,4,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,https://api.spotify.com/v1/audio-analysis/3JvrhDOgAt6p7K8mDyZwRd,Ma Adelle Gia Arbo,33,Clara Benin,"opm,pinoy indie,pinoy singer-songwriter",5ebPSE9YI5aLeZ1Z2gkqjn,51,103884,2019
31,31,"Don't Give Up On Me - (From ""Five Feet Apart"")",4Y0TtDriFlN3XZoQx6PYsu,0,Andy Grammer,Andy Grammer,2oX42qP5ineK3hrhBECLmj,"Don't Give Up On Me (From ""Five Feet Apart"")",0yfSE7Q6NGIbvnEU0sFNRP,12153873361,0.641,0.537,0,-5.452,0,0.0282,0.0875,9.05E-06,0.115,0.0681,112.864,196188,4,spotify:track:4Y0TtDriFlN3XZoQx6PYsu,https://api.spotify.com/v1/audio-analysis/4Y0TtDriFlN3XZoQx6PYsu,Ma Adelle Gia Arbo,33,Basil Valdez,"classic opm,opm",2ctUvNSyw4TfFtQMkBYiKZ,48,202561,2019
32,32,2002,2BgEsaKNfHUdlh97KmvFyo,0.83,Anne-Marie,Anne-Marie,1zNqDE7qDGCsyzJwohVaoX,Speak Your Mind (Deluxe),7lPoGKpCGgdKFAxpudhAH5,12153873361,0.697,0.683,1,-2.881,0,0.117,0.0372,0,0.137,0.603,96.133,186987,4,spotify:track:2BgEsaKNfHUdlh97KmvFyo,https://api.spotify.com/v1/audio-analysis/2BgEsaKNfHUdlh97KmvFyo,Ma Adelle Gia Arbo,33,The Smiths,"madchester,new wave,permanent wave,rock,uk post-punk",3yY2gUcIsjMr8hjo51PoJ8,75,2882153,2019
33,33,Drive,2kJqNHHGOzLNahukdvlDWN,0.65,Oh Wonder,Oh Wonder,5cIc3SBFuBLVxJz58W2tU9,Oh Wonder,37ABUtLPqktcopsBJ7jmXT,12153873361,0.657,0.456,9,-8.351,1,0.0961,0.705,8.84E-06,0.084,0.381,141.735,196466,4,spotify:track:2kJqNHHGOzLNahukdvlDWN,https://api.spotify.com/v1/audio-analysis/2kJqNHHGOzLNahukdvlDWN,Ma Adelle Gia Arbo,33,Mary J. Blige,"contemporary r&b,dance pop,hip pop,neo soul,r&b,urban contemporary",1XkoF8ryArs86LZvFOkbyr,74,2909219,2019
34,34,Complicated,0jllH0usRFD4LJkJnGK9Lf,0.75,Olivia O'Brien,Olivia O'Brien,1QRj3hoop9Mv5VvHQkwPEp,Complicated,18IaOJpyXfqbOsZIqmnfpZ,12153873361,0.657,0.355,7,-12.044,1,0.0714,0.694,0.000427,0.123,0.0808,74.99,189000,4,spotify:track:0jllH0usRFD4LJkJnGK9Lf,https://api.spotify.com/v1/audio-analysis/0jllH0usRFD4LJkJnGK9Lf,Ma Adelle Gia Arbo,33,Rivermaya,"opm,pinoy rock,pop rock",1ZTdxfZTeztyAgKUJVLxAI,59,1275838,2019
35,35,comethru (with Bea Miller),0PgYPBGqF6Wm5KFHQ81nq5,0.67,Jeremy Zucker,Jeremy Zucker feat. Bea Miller,3gIRvgZssIb9aiirIg0nI3,comethru,10Dr3GO6OzrOwJwoY11IoH,12153873361,0.757,0.192,0,-11.842,1,0.0515,0.572,0,0.606,0.595,94.024,181627,4,spotify:track:0PgYPBGqF6Wm5KFHQ81nq5,https://api.spotify.com/v1/audio-analysis/0PgYPBGqF6Wm5KFHQ81nq5,Ma Adelle Gia Arbo,33,TV On The Radio,"alternative dance,alternative rock,brooklyn indie,indie pop,indie rock,indietronica,modern rock,new rave,rock,stomp and holler",3HJIB8sYPyxrFGuwvKXSLR,61,530231,2019
36,36,Lemon Tree,4fXGWiVhlOLdhwRDP6pIFG,0.77,Fools Garden,Fools Garden,0jRqFvRKCDryHOgrgFqsKG,Dish Of The Day,1l2SxZKUm1UH45qUqpLfYH,12153873361,0.663,0.475,1,-8.834,1,0.0417,0.643,0,0.122,0.644,143.175,191027,4,spotify:track:4fXGWiVhlOLdhwRDP6pIFG,https://api.spotify.com/v1/audio-analysis/4fXGWiVhlOLdhwRDP6pIFG,Ma Adelle Gia Arbo,33,KOLATERAL,"pinoy indie,tagalog rap",5VtAIbaGnzEbVXhhTMaWgJ,30,12461,2019
37,37,There's No Way (feat. Julia Michaels),2hnxrRNzF74mdDzpQZQukQ,0.03,Lauv,Lauv feat. Julia Michaels,5JZ7CnR6gTvEMKX4g70Amv,There's No Way (feat. Julia Michaels),3xJzdYiYlc7CMtRXBpd9Qg,12153873361,0.755,0.625,2,-7.114,1,0.0896,0.49,0,0.157,0.374,147.02,174861,4,spotify:track:2hnxrRNzF74mdDzpQZQukQ,https://api.spotify.com/v1/audio-analysis/2hnxrRNzF74mdDzpQZQukQ,Ma Adelle Gia Arbo,33,Ella Fitzgerald,"adult standards,jazz blues,swing,vocal jazz",5V0MlUE1Bft0mbLlND7FJz,78,2085085,2019
38,38,Never Really Over,5PYQUBXc7NYeI1obMKSJK0,0.75,Katy Perry,Katy Perry,6jJ0s89eD6GaHleKKya26X,Never Really Over,3KjXg0MDej2pG9fv6I22lT,12153873361,0.77,0.882,8,-4.792,1,0.0602,0.194,0,0.316,0.385,99.991,223523,4,spotify:track:5PYQUBXc7NYeI1obMKSJK0,https://api.spotify.com/v1/audio-analysis/5PYQUBXc7NYeI1obMKSJK0,Ma Adelle Gia Arbo,33,Rivermaya,"opm,pinoy rock,pop rock",1ZTdxfZTeztyAgKUJVLxAI,59,1275838,2019
39,39,This Feeling,4NBTZtAt1F13VvlSKe6KTl,0.76,The Chainsmokers,The Chainsmokers feat. Kelsea Ballerini,69GGBxA162lTqCwzJG5jLp,Sick Boy,6ZvDJs17O3woQirttKRYCG,12153873361,0.575,0.571,1,-7.906,1,0.0439,0.0558,0,0.0912,0.449,105.049,197947,4,spotify:track:4NBTZtAt1F13VvlSKe6KTl,https://api.spotify.com/v1/audio-analysis/4NBTZtAt1F13VvlSKe6KTl,Ma Adelle Gia Arbo,33,Ric Segreto,classic opm,5uRUbTUQysRUR7PUy7pimM,49,50857,2019
40,40,Missing You,0LcNMuOiULmxJK3bdHTfDF,0.62,The Vamps,The Vamps,7gAppWoH7pcYmphCVTXkzs,Missing You - EP,4DOC4Vu1nbDlVetELknFhP,12153873361,0.537,0.647,2,-7.37,1,0.0519,0.168,0,0.108,0.531,79.77,214987,4,spotify:track:0LcNMuOiULmxJK3bdHTfDF,https://api.spotify.com/v1/audio-analysis/0LcNMuOiULmxJK3bdHTfDF,Ma Adelle Gia Arbo,33,BLKD,"pinoy alternative rap,pinoy hip hop",4I1iKyF3JdZ8sR9RHdGFfJ,23,6462,2019
41,41,ME! (feat. Brendon Urie of Panic! At The Disco),4MsUsFfWseB9M2plGJyuIw,0.2,Taylor Swift,Taylor Swift feat. Brendon Urie feat. Panic! At The Disco,06HL4z0CvFAxyc27GXpf02,ME! (feat. Brendon Urie of Panic! At The Disco),6tHLalOVUNJYJlNYkRlNjC,12153873361,0.614,0.839,0,-4.143,1,0.0702,0.0291,0,0.112,0.657,182.123,193040,4,spotify:track:4MsUsFfWseB9M2plGJyuIw,https://api.spotify.com/v1/audio-analysis/4MsUsFfWseB9M2plGJyuIw,Ma Adelle Gia Arbo,33,The Cure,"new wave,permanent wave,rock,uk post-punk",7bu3H8JO7d0UbMoVzbo70s,76,3467553,2019
42,42,You and I,6zYqyOJuyXDOvWJwKkZ8tg,0,Ingrid Michaelson,Ingrid Michaelson,2vm8GdHyrJh2O2MfbQFYG0,Be OK,7o2VLivg95UduHjTMTIEIf,12153873361,0.698,0.286,0,-7.632,1,0.0553,0.927,0,0.0883,0.529,135.032,148400,4,spotify:track:6zYqyOJuyXDOvWJwKkZ8tg,https://api.spotify.com/v1/audio-analysis/6zYqyOJuyXDOvWJwKkZ8tg,Ma Adelle Gia Arbo,33,BROCKHAMPTON,"boy band,hip hop,pop,rap",1Bl6wpkWCQ4KVgnASpvzzA,74,1897510,2019
43,43,Location,152lZdxL1OR0ZMW6KquMif,0.81,Khalid,Khalid,6LuN9FCkKOj5PcnpouEgny,American Teen,6kf46HbnYCZzP6rjvQHYzg,12153873361,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,219080,4,spotify:track:152lZdxL1OR0ZMW6KquMif,https://api.spotify.com/v1/audio-analysis/152lZdxL1OR0ZMW6KquMif,Ma Adelle Gia Arbo,33,J. Cole,"conscious hip hop,hip hop,north carolina hip hop,rap",6l3HvQ5sa6mXTsMTB19rO5,89,15242416,2019
44,44,There You Are,155EsNGoXo7XSVF84oTPam,0.01,ZAYN,ZAYN,5ZsFI1h6hIdQRw2ti0hz81,Icarus Falls,37PlDQrSCWOiQlrA1AvUqx,12153873361,0.452,0.688,0,-4.84,0,0.0385,0.0263,0,0.11,0.313,76.99,199600,4,spotify:track:155EsNGoXo7XSVF84oTPam,https://api.spotify.com/v1/audio-analysis/155EsNGoXo7XSVF84oTPam,Ma Adelle Gia Arbo,33,John Coltrane,"bebop,free jazz,jazz,jazz saxophone",2hGh5VOeeqimQFxqXvfCUf,69,1368218,2019
45,45,Ruin My Life,5tAa8Uaqr4VvA3693mbIhU,0.71,Zara Larsson,Zara Larsson,1Xylc3o4UrD53lo9CvFvVg,Ruin My Life,2BM5FQCILC33Va2jOZ11Mu,12153873361,0.665,0.699,11,-5.265,1,0.0578,0.423,0,0.0969,0.585,124.896,190932,4,spotify:track:5tAa8Uaqr4VvA3693mbIhU,https://api.spotify.com/v1/audio-analysis/5tAa8Uaqr4VvA3693mbIhU,Ma Adelle Gia Arbo,33,Bullet Dumas,"pinoy indie,pinoy rock",1hFH6NZJrhl0Un65IZxlZH,26,27083,2019
