,X,tracks,track_id,popularity,artist,artist_full,artist_id,album,album_id,user_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,uri,analysis_url,display_name,user_followers,artist.1,genres,artist_id.1,artist_popularity,artist_followers,year
1199,99,How Does It Feel,2n675wYwoWe0F5jOXlmfcR,0.59,M-22,M-22,4WFtYn5RyU8VGPpPyW9Pxw,How Does It Feel,7zTk0bids7FLpJk2sHfRAn,arbo.meg,0.79,0.728,2,-3.534,0,0.097,0.00611,1.91E-06,0.0827,0.638,120.021,161844,4,spotify:track:2n675wYwoWe0F5jOXlmfcR,https://api.spotify.com/v1/audio-analysis/2n675wYwoWe0F5jOXlmfcR,beynouna,0,M-22,"dance pop,deep groove house,deep house,edm,house,pop dance,pop edm,tropical house",4WFtYn5RyU8VGPpPyW9Pxw,58,69076,2019
1200,100,Pretty Girls,6QicTxeiSaRkPnkGDUvYOs,0.62,Britney Spears,Britney Spears feat. Iggy Azalea,26dSoYclwsYLMAKD3tpOr4,Pretty Girls,76LmTxakuFgfAmvUvEXz5S,arbo.meg,0.834,0.831,7,-6.061,0,0.0745,0.00799,0,0.217,0.788,103.009,163960,4,spotify:track:6QicTxeiSaRkPnkGDUvYOs,https://api.spotify.com/v1/audio-analysis/6QicTxeiSaRkPnkGDUvYOs,beynouna,0,Britney Spears,"dance pop,pop,post-teen pop",26dSoYclwsYLMAKD3tpOr4,84,10137032,2019
1201,1,Can We Dance,7hFFPcCgh0IAW2lQSm8qyg,0,The Vamps,The Vamps,7gAppWoH7pcYmphCVTXkzs,Can We Dance,2NcpQiy0oFEJyabqw7BtvM,yopotatooo,0.644,0.848,1,-3.676,0,0.0477,0.00231,0,0.4,0.586,130.156,191402,4,spotify:track:7hFFPcCgh0IAW2lQSm8qyg,https://api.spotify.com/v1/audio-analysis/7hFFPcCgh0IAW2lQSm8qyg,Janine,2,The Vamps,"boy band,dance pop,pop,post-teen pop",7gAppWoH7pcYmphCVTXkzs,75,4882424,2018
1202,2,This Is Me,45aBsnKRWUzhwbcqOJLwfe,0.77,Keala Settle,Keala Settle feat. The Greatest Showman Ensemble,7HV2RI2qNug4EcQqLbCAKS,The Greatest Showman (Original Motion Picture Soundtrack),7ayBZIe1FHkNv0T5xFCX6F,yopotatooo,0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,234707,4,spotify:track:45aBsnKRWUzhwbcqOJLwfe,https://api.spotify.com/v1/audio-analysis/45aBsnKRWUzhwbcqOJLwfe,Janine,2,Keala Settle,"broadway,hollywood,show tunes",7HV2RI2qNug4EcQqLbCAKS,69,141429,2018
1203,3,Calls from You - Live,2g7IG5roPEwDPsO4WS3jiZ,0.08,tide/edit,tide/edit,6GAoXkyadLFOLLkZrHWlOR,Ideas EP (Live at the Red Room),3iudrJEI2nNBUocPFPkzPF,yopotatooo,0.556,0.548,6,-8.003,0,0.0308,0.712,0.363,0.0882,0.12,114.371,110500,4,spotify:track:2g7IG5roPEwDPsO4WS3jiZ,https://api.spotify.com/v1/audio-analysis/2g7IG5roPEwDPsO4WS3jiZ,Janine,2,tide/edit,"instrumental math rock,pinoy indie,southeast asian post-rock",6GAoXkyadLFOLLkZrHWlOR,28,15368,2018
1204,4,Never Be the Same,4eWQlBRaTjPPUlzacqEeoQ,0.77,Camila Cabello,Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,Camila,2vD3zSQr8hNlg0obNel4TE,yopotatooo,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,226973,4,spotify:track:4eWQlBRaTjPPUlzacqEeoQ,https://api.spotify.com/v1/audio-analysis/4eWQlBRaTjPPUlzacqEeoQ,Janine,2,Camila Cabello,"dance pop,pop,post-teen pop",4nDoRrQiYLoBzwC5BhVJzF,85,24639532,2018
1205,5,MakeDamnSure,48O6kz322Dzu1R6Al5147q,0,Taking Back Sunday,Taking Back Sunday,24XtlMhEMNdi822vi0MhY1,Louder Now (U.S. Version),5MkvE4fgTdjQMEyVYZCdCk,yopotatooo,0.553,0.837,6,-5.608,1,0.0452,0.00941,0,0.372,0.432,140.495,208280,4,spotify:track:48O6kz322Dzu1R6Al5147q,https://api.spotify.com/v1/audio-analysis/48O6kz322Dzu1R6Al5147q,Janine,2,Taking Back Sunday,"emo,pop punk",24XtlMhEMNdi822vi0MhY1,64,718415,2018
1206,6,Empress - Audiotree Live Version,1mlsznJ37PNWToKacE3ipD,0.33,Morningsiders,Morningsiders,5hPR4Atp3QY2ztiAcz1inl,Morningsiders on Audiotree Live,4xEPfpJt7VpjRCCkFy5YTy,yopotatooo,0.555,0.596,0,-10.044,1,0.0332,0.517,0.0817,0.188,0.609,106.474,195539,5,spotify:track:1mlsznJ37PNWToKacE3ipD,https://api.spotify.com/v1/audio-analysis/1mlsznJ37PNWToKacE3ipD,Janine,2,Morningsiders,"folk-pop,indie folk,indiecoustica,stomp and holler",5hPR4Atp3QY2ztiAcz1inl,48,32592,2018
1207,7,Last Friday Night (T.G.I.F.),455AfCsOhhLPRc68sE01D8,0.77,Katy Perry,Katy Perry,6jJ0s89eD6GaHleKKya26X,Katy Perry - Teenage Dream: The Complete Confection,5BvgP623rtvlc0HDcpzquz,yopotatooo,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31E-05,0.671,0.765,126.03,230747,4,spotify:track:455AfCsOhhLPRc68sE01D8,https://api.spotify.com/v1/audio-analysis/455AfCsOhhLPRc68sE01D8,Janine,2,Katy Perry,"dance pop,pop,post-teen pop",6jJ0s89eD6GaHleKKya26X,87,20073337,2018
1208,8,Shine,7nkp1uuSbKkoxMvEs8cSw0,0.7,PENTAGON,PENTAGON,1wKpMkucynaTfG8lyPprYV,Positive,1ZRmLzZWvOkSqWePzFeekO,yopotatooo,0.74,0.804,3,-2.187,1,0.0546,0.411,0,0.0578,0.791,150.013,198796,4,spotify:track:7nkp1uuSbKkoxMvEs8cSw0,https://api.spotify.com/v1/audio-analysis/7nkp1uuSbKkoxMvEs8cSw0,Janine,2,PENTAGON,"k-pop,k-pop boy group",1wKpMkucynaTfG8lyPprYV,62,1609952,2018
1209,9,Where the Sky Hangs,7GyDcM22nxCJHcQa11fbYk,0.52,Passion Pit,Passion Pit,7gjAu1qr5C2grXeQFFOGeh,Kindred,5vHUSuZ5xizxS3zfr3SKkq,yopotatooo,0.819,0.681,8,-6.423,1,0.0308,0.0336,2.08E-06,0.1,0.93,108.989,230973,4,spotify:track:7GyDcM22nxCJHcQa11fbYk,https://api.spotify.com/v1/audio-analysis/7GyDcM22nxCJHcQa11fbYk,Janine,2,Passion Pit,"alternative dance,indie pop,indie rock,indietronica,modern rock,pop rock,shimmer pop",7gjAu1qr5C2grXeQFFOGeh,64,1183422,2018
1210,10,Energetic,3NkkcnnKrNHv4AiGaPdD76,0.65,Wanna One,Wanna One,2CvaqAMMsX576VBehaJ0Wx,1-1=0 (NOTHING WITHOUT YOU),0fxMTiQG9ym37gYmIXgqG8,yopotatooo,0.714,0.886,0,-3.076,1,0.0461,0.058,0,0.112,0.752,125.046,189356,4,spotify:track:3NkkcnnKrNHv4AiGaPdD76,https://api.spotify.com/v1/audio-analysis/3NkkcnnKrNHv4AiGaPdD76,Janine,2,Wanna One,"k-pop,k-pop boy group",2CvaqAMMsX576VBehaJ0Wx,60,1707904,2018
1211,11,Euphoria,3p6hnejEQYXkiTO1lAzVc0,0.81,BTS,BTS,3Nrfpe0tUJi4K4DXYWgMUX,Love Yourself çµ 'Answer',2lATw9ZAVp7ILQcOKPCPqp,yopotatooo,0.637,0.799,2,-4.519,1,0.0338,0.394,0,0.0921,0.562,104.995,228615,4,spotify:track:3p6hnejEQYXkiTO1lAzVc0,https://api.spotify.com/v1/audio-analysis/3p6hnejEQYXkiTO1lAzVc0,Janine,2,BTS,"k-pop,k-pop boy group",3Nrfpe0tUJi4K4DXYWgMUX,96,42915351,2018
1212,12,Caroline (I Can't Explain),6laV26hSu9GWYlVcN23cKi,0.13,The Kents,The Kents,1910ZMYjAjZJ4TmDmHo29X,Within Waves - EP,0MOLR0LytseDZzHL21nU1R,yopotatooo,0.522,0.743,11,-4.618,0,0.0291,0.000424,0,0.127,0.663,133.853,182162,4,spotify:track:6laV26hSu9GWYlVcN23cKi,https://api.spotify.com/v1/audio-analysis/6laV26hSu9GWYlVcN23cKi,Janine,2,The Kents,ontario indie,1910ZMYjAjZJ4TmDmHo29X,30,3607,2018
1213,13,EASE - Lontalius Remix,4326txpZfSgrXCx7LAkEQd,0,Troye Sivan,Troye Sivan feat. BROODS feat. Lontalius,3WGpXCj9YhhfX11TToZcXP,Blue Neighbourhood (The Remixes),32nXbXyX7QwUhKcDsckork,yopotatooo,0.567,0.406,0,-9.315,1,0.0329,0.796,0,0.188,0.278,90.983,228154,4,spotify:track:4326txpZfSgrXCx7LAkEQd,https://api.spotify.com/v1/audio-analysis/4326txpZfSgrXCx7LAkEQd,Janine,2,Troye Sivan,"australian pop,dance pop,electropop,pop,viral pop",3WGpXCj9YhhfX11TToZcXP,81,6248651,2018
1214,14,Drink About,73WJ6rYbtFi0Z2T4hPS1iN,0.58,Seeb,Seeb feat. Dagny,5iNrZmtVMtYev5M9yoWpEq,Nice To Meet You,6ERbVmi33M9tKn7RNtt17G,yopotatooo,0.629,0.745,6,-2.936,1,0.0649,0.147,0,0.257,0.496,99.995,182265,4,spotify:track:73WJ6rYbtFi0Z2T4hPS1iN,https://api.spotify.com/v1/audio-analysis/73WJ6rYbtFi0Z2T4hPS1iN,Janine,2,Seeb,"dance pop,edm,electro house,norwegian pop,pop,pop dance,pop edm,tropical house",5iNrZmtVMtYev5M9yoWpEq,72,256061,2018
1215,15,Havana (feat. Young Thug),1rfofaqEpACxVEHIZBJe6W,0.83,Camila Cabello,Camila Cabello feat. Young Thug,4nDoRrQiYLoBzwC5BhVJzF,Camila,2vD3zSQr8hNlg0obNel4TE,yopotatooo,0.765,0.523,2,-4.333,1,0.03,0.184,3.56E-05,0.132,0.394,104.988,217307,4,spotify:track:1rfofaqEpACxVEHIZBJe6W,https://api.spotify.com/v1/audio-analysis/1rfofaqEpACxVEHIZBJe6W,Janine,2,Camila Cabello,"dance pop,pop,post-teen pop",4nDoRrQiYLoBzwC5BhVJzF,85,24639532,2018
1216,16,Dancing in the Moonlight,1FHNctV68GUNLgXclG2DtR,0.69,Toploader,Toploader,6xeFne1rkxMhKSW3ipvkdV,Dancing In The Moonlight: The Best Of Toploader,3Yxy4ITyguWRkdXwrB9uC9,yopotatooo,0.639,0.845,0,-3.333,0,0.0372,0.0528,0,0.336,0.871,119.48,233373,4,spotify:track:1FHNctV68GUNLgXclG2DtR,https://api.spotify.com/v1/audio-analysis/1FHNctV68GUNLgXclG2DtR,Janine,2,Toploader,british alternative rock,6xeFne1rkxMhKSW3ipvkdV,64,65997,2018
1217,17,The Cure,51PIvodunv6NmX5250zxAh,0,Lady Gaga,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,The Cure,7Bh5oQckPzHqO7GHVGY5LE,yopotatooo,0.696,0.503,8,-4.842,1,0.0356,0.0745,0,0.0869,0.559,99.977,211364,4,spotify:track:51PIvodunv6NmX5250zxAh,https://api.spotify.com/v1/audio-analysis/51PIvodunv6NmX5250zxAh,Janine,2,Lady Gaga,"art pop,dance pop,pop",1HY2Jd0NmPuamShAr6KMms,87,20292671,2018
1218,18,I Don't Trust Myself (With Loving You),7peh6LUcdNPcMdrSH4JPsM,0.6,John Mayer,John Mayer,0hEurMDQu99nJRq8pTxO14,Continuum,1Xsprdt1q9rOzTic7b9zYM,yopotatooo,0.842,0.384,9,-11.384,0,0.0353,0.638,0.000487,0.0998,0.604,84.026,292013,4,spotify:track:7peh6LUcdNPcMdrSH4JPsM,https://api.spotify.com/v1/audio-analysis/7peh6LUcdNPcMdrSH4JPsM,Janine,2,John Mayer,"neo mellow,pop rock,singer-songwriter",0hEurMDQu99nJRq8pTxO14,81,5346028,2018
1219,19,Roar,3bDGwl0X3EjQmIyFD1uif5,0,Katy Perry,Katy Perry,6jJ0s89eD6GaHleKKya26X,PRISM (Deluxe),4lFDt4sVpCni9DRHRmDjgG,yopotatooo,0.56,0.756,7,-4.817,0,0.0415,0.00635,1.29E-05,0.55,0.404,179.771,223546,4,spotify:track:3bDGwl0X3EjQmIyFD1uif5,https://api.spotify.com/v1/audio-analysis/3bDGwl0X3EjQmIyFD1uif5,Janine,2,Katy Perry,"dance pop,pop,post-teen pop",6jJ0s89eD6GaHleKKya26X,87,20073337,2018
1220,20,Kahit Di Mo Alam,6GIzDc4xBUeYHwubWwTrhC,0.61,December Avenue,December Avenue,4qFxP3qN9GsnZDOkAE6x2m,Kahit Di Mo Alam,1aUdCxhin4mQevKWVLrtNN,yopotatooo,0.45,0.648,10,-4.516,1,0.0308,0.132,2.37E-05,0.11,0.282,144.814,282094,4,spotify:track:6GIzDc4xBUeYHwubWwTrhC,https://api.spotify.com/v1/audio-analysis/6GIzDc4xBUeYHwubWwTrhC,Janine,2,December Avenue,"opm,pinoy pop punk,pinoy rock",4qFxP3qN9GsnZDOkAE6x2m,64,4042106,2018
1221,21,Breathe,635mzxhITS1xY3AVSLKgyD,0.57,Michelle Branch,Michelle Branch,5rScKX1Sh1U67meeUyTGwk,Hotel Paper,5cMMHA3CyA21eRXP1pnm0Z,yopotatooo,0.644,0.753,6,-4.296,1,0.0391,0.0279,0.00227,0.108,0.209,117.148,211773,4,spotify:track:635mzxhITS1xY3AVSLKgyD,https://api.spotify.com/v1/audio-analysis/635mzxhITS1xY3AVSLKgyD,Janine,2,Michelle Branch,"candy pop,dance pop,lilith,neo mellow,pop rock,post-teen pop",5rScKX1Sh1U67meeUyTGwk,61,520618,2018
1222,22,Your Side Of The Bed,4foROzWuWa3fED6jc6BjK1,0,Loote,Loote,00TKPo9MxwZ0j4ooveIxWZ,Your Side Of The Bed,1d5V2PHFCl12zR60fMIgAs,yopotatooo,0.776,0.739,8,-4.974,1,0.0301,0.0797,0,0.284,0.922,109.907,197200,4,spotify:track:4foROzWuWa3fED6jc6BjK1,https://api.spotify.com/v1/audio-analysis/4foROzWuWa3fED6jc6BjK1,Janine,2,Loote,"alt z,dance pop,electropop,indie poptimism,nyc pop,pop,pop dance,pop edm,post-teen pop,tropical house",00TKPo9MxwZ0j4ooveIxWZ,65,180316,2018
1223,23,Empress,5YVYVuNA44FT2yVxEXOw3r,0,Morningsiders,Morningsiders,5hPR4Atp3QY2ztiAcz1inl,Empress,07S5Om7EgjLq3I6QNuDSb8,yopotatooo,0.703,0.549,0,-9.731,1,0.0295,0.326,0.00256,0.082,0.385,99.985,199743,5,spotify:track:5YVYVuNA44FT2yVxEXOw3r,https://api.spotify.com/v1/audio-analysis/5YVYVuNA44FT2yVxEXOw3r,Janine,2,Morningsiders,"folk-pop,indie folk,indiecoustica,stomp and holler",5hPR4Atp3QY2ztiAcz1inl,48,32592,2018
1224,24,Wag Mong Aminin,0KWgvN2d7GVBxhdrMhuF7a,0.53,Rico Blanco,Rico Blanco,6l880dxsvN2x5wiceaG6D0,Dating Gawi,6FdbvyROWgBbley4kqmjSE,yopotatooo,0.599,0.488,7,-8.457,1,0.0272,0.258,0,0.151,0.195,140.075,218192,4,spotify:track:0KWgvN2d7GVBxhdrMhuF7a,https://api.spotify.com/v1/audio-analysis/0KWgvN2d7GVBxhdrMhuF7a,Janine,2,Rico Blanco,"opm,pinoy indie,pinoy rock",6l880dxsvN2x5wiceaG6D0,55,382277,2018
1225,25,Di Makatulog,2ZiNCGDMapQzMtnPRVOKZI,0.57,SUD,SUD,0jKQrxK2zHqxyOAyIMrUQt,Di Makatulog,5rTKoqwiq0QSU31UV3AYSf,yopotatooo,0.505,0.393,7,-10.426,1,0.027,0.257,5.10E-05,0.101,0.262,145.818,329397,4,spotify:track:2ZiNCGDMapQzMtnPRVOKZI,https://api.spotify.com/v1/audio-analysis/2ZiNCGDMapQzMtnPRVOKZI,Janine,2,SUD,"opm,pinoy rock",0jKQrxK2zHqxyOAyIMrUQt,56,398065,2018
1226,26,Consequences,7sTtHHrD0zDpmzQzH3zegz,0.7,Camila Cabello,Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,Camila,2vD3zSQr8hNlg0obNel4TE,yopotatooo,0.455,0.292,0,-6.792,1,0.0563,0.889,0,0.106,0.43,84.339,178467,5,spotify:track:7sTtHHrD0zDpmzQzH3zegz,https://api.spotify.com/v1/audio-analysis/7sTtHHrD0zDpmzQzH3zegz,Janine,2,Camila Cabello,"dance pop,pop,post-teen pop",4nDoRrQiYLoBzwC5BhVJzF,85,24639532,2018
1227,27,I PROMISE YOU (I.P.U.),4XGEp6uSVqsKz0dUX8n1tI,0,Wanna One,Wanna One,2CvaqAMMsX576VBehaJ0Wx,0+1=1 (I PROMISE YOU),7ouvefHVfZlmsmynARuCoe,yopotatooo,0.652,0.831,8,-3.684,1,0.0436,0.102,0,0.229,0.744,130.033,220529,4,spotify:track:4XGEp6uSVqsKz0dUX8n1tI,https://api.spotify.com/v1/audio-analysis/4XGEp6uSVqsKz0dUX8n1tI,Janine,2,Wanna One,"k-pop,k-pop boy group",2CvaqAMMsX576VBehaJ0Wx,60,1707904,2018
1228,28,Ten,3VCrkGIQ93fMaW55T3vlHO,0.21,tide/edit,tide/edit,6GAoXkyadLFOLLkZrHWlOR,Foreign Languages,0TGnFl3nBdj1NJvmrgOAM8,yopotatooo,0.33,0.875,7,-5.368,0,0.036,0.0269,0.942,0.0782,0.121,142.652,272025,4,spotify:track:3VCrkGIQ93fMaW55T3vlHO,https://api.spotify.com/v1/audio-analysis/3VCrkGIQ93fMaW55T3vlHO,Janine,2,tide/edit,"instrumental math rock,pinoy indie,southeast asian post-rock",6GAoXkyadLFOLLkZrHWlOR,28,15368,2018
1229,29,She Will Be Loved,5s5t0OFg9lIlBFaCI14K1i,0.01,Maroon 5,Maroon 5,04gDigrS5kc9YWfZHwBETP,Songs About Jane,7gGcnUEEQgIMV2JRwVQbrF,yopotatooo,0.524,0.711,0,-5.494,0,0.0405,0.0567,0,0.134,0.539,203.867,257133,4,spotify:track:5s5t0OFg9lIlBFaCI14K1i,https://api.spotify.com/v1/audio-analysis/5s5t0OFg9lIlBFaCI14K1i,Janine,2,Maroon 5,"pop,pop rock",04gDigrS5kc9YWfZHwBETP,89,34313429,2018
1230,30,I'm with You,6Qwuw0eOeszVlewLpu24gR,0.69,Vance Joy,Vance Joy,10exVja0key0uqUkk6LJRT,Nation of Two,5f6Eu9QtujgGggq5qbbycV,yopotatooo,0.657,0.396,7,-9.255,1,0.0293,0.805,1.58E-06,0.103,0.115,110.003,239787,3,spotify:track:6Qwuw0eOeszVlewLpu24gR,https://api.spotify.com/v1/audio-analysis/6Qwuw0eOeszVlewLpu24gR,Janine,2,Vance Joy,"folk-pop,modern rock,pop,pop rock",10exVja0key0uqUkk6LJRT,78,2506884,2018
1231,31,You,43Bg5bwZ4AFhiaCTrq7I9m,0.37,The Native Architects,The Native Architects,4bEcyz1RWDU8f6XnEb1Fay,The Native Architects EP,1siCrPD80Sa3PT67PTiJ7J,yopotatooo,0.577,0.581,7,-8.199,1,0.0238,0.00219,0.0035,0.173,0.274,106.025,289782,4,spotify:track:43Bg5bwZ4AFhiaCTrq7I9m,https://api.spotify.com/v1/audio-analysis/43Bg5bwZ4AFhiaCTrq7I9m,Janine,2,The Native Architects,hopebeat,4bEcyz1RWDU8f6XnEb1Fay,26,3155,2018
1232,32,Getting Over You,2BNkTvg1kHAAfGvqh56x5a,0,Lauv,Lauv,5JZ7CnR6gTvEMKX4g70Amv,Getting Over You,3RZDzcVgDoyt1LB5fhnB6x,yopotatooo,0.604,0.507,0,-7.928,1,0.0382,0.273,2.27E-06,0.0943,0.114,91.984,255886,4,spotify:track:2BNkTvg1kHAAfGvqh56x5a,https://api.spotify.com/v1/audio-analysis/2BNkTvg1kHAAfGvqh56x5a,Janine,2,Lauv,"dance pop,electropop,pop",5JZ7CnR6gTvEMKX4g70Amv,81,4706833,2018
1233,33,Habits (Stay High),18AJRdgUoO9EYn11N7xzaT,0.78,Tove Lo,Tove Lo,4NHQUGzhtTLFvgF5SZesLK,Queen Of The Clouds,5Z5O36p7BivXzkucc0PAfw,yopotatooo,0.733,0.65,5,-3.539,1,0.0315,0.0703,6.59E-05,0.0829,0.348,110.003,209160,4,spotify:track:18AJRdgUoO9EYn11N7xzaT,https://api.spotify.com/v1/audio-analysis/18AJRdgUoO9EYn11N7xzaT,Janine,2,Tove Lo,"art pop,dance pop,electropop,metropopolis,pop,post-teen pop,swedish electropop,swedish pop,swedish synthpop",4NHQUGzhtTLFvgF5SZesLK,78,2911457,2018
1234,34,Somewhere In Between,0YJYN8WtaAPANXlKk3bhkM,0,Morningsiders,Morningsiders,5hPR4Atp3QY2ztiAcz1inl,Somewhere In Between,3BvFYfciPAg1KngxT3YZ4k,yopotatooo,0.777,0.805,0,-5.889,1,0.0309,0.589,0.00253,0.104,0.889,118.062,219323,4,spotify:track:0YJYN8WtaAPANXlKk3bhkM,https://api.spotify.com/v1/audio-analysis/0YJYN8WtaAPANXlKk3bhkM,Janine,2,Morningsiders,"folk-pop,indie folk,indiecoustica,stomp and holler",5hPR4Atp3QY2ztiAcz1inl,48,32592,2018
1235,35,Love Myself,52izjvF7wwveRG1rDJsGWe,0,Hailee Steinfeld,Hailee Steinfeld,5p7f24Rk5HkUZsaS3BLG5F,Love Myself,1kqXau1FkG7RGKCwo0OWs1,yopotatooo,0.617,0.759,0,-6.785,0,0.0677,0.0026,0,0.419,0.324,122.925,218773,4,spotify:track:52izjvF7wwveRG1rDJsGWe,https://api.spotify.com/v1/audio-analysis/52izjvF7wwveRG1rDJsGWe,Janine,2,Hailee Steinfeld,"dance pop,pop,post-teen pop",5p7f24Rk5HkUZsaS3BLG5F,75,7262023,2018
1236,36,Balewala,0i8YzSIxTcTeSJ91tpzeKD,0.4,Brisom,Brisom,52AFbIsIjRLcaHCt8KV1rg,Balewala,4q5ijAkHxzdmOLWRCAchBj,yopotatooo,0.425,0.642,11,-5.459,1,0.027,0.0941,0.000949,0.106,0.227,94.85,278737,4,spotify:track:0i8YzSIxTcTeSJ91tpzeKD,https://api.spotify.com/v1/audio-analysis/0i8YzSIxTcTeSJ91tpzeKD,Janine,2,Brisom,"pinoy indie,pinoy rock",52AFbIsIjRLcaHCt8KV1rg,34,28190,2018
1237,37,Mr. Brightside,3n3Ppam7vgaVa1iaRUc9Lp,0.69,The Killers,The Killers,0C0XlULifJtAgn6ZNCW2eu,Hot Fuss,4OHNH3sDzIxnmUADXzv2kT,yopotatooo,0.355,0.918,1,-4.36,1,0.0746,0.00119,0,0.0971,0.24,148.114,222200,4,spotify:track:3n3Ppam7vgaVa1iaRUc9Lp,https://api.spotify.com/v1/audio-analysis/3n3Ppam7vgaVa1iaRUc9Lp,Janine,2,The Killers,"alternative rock,dance rock,modern rock,permanent wave,rock",0C0XlULifJtAgn6ZNCW2eu,80,6310476,2018
1238,38,"You Are My Sunshine - From ""Meet Me in St. Gallen""",1p2abSfly8JtPIkwr44i6s,0.4,Moira Dela Torre,Moira Dela Torre,0rZRTXEmmPmx6gt92tBqIc,"You Are My Sunshine (From ""Meet Me in St. Gallen"")",3jspGyvihMuiMklm7ImUWK,yopotatooo,0.484,0.177,2,-12.327,1,0.0331,0.918,2.88E-06,0.206,0.365,117.977,162168,4,spotify:track:1p2abSfly8JtPIkwr44i6s,https://api.spotify.com/v1/audio-analysis/1p2abSfly8JtPIkwr44i6s,Janine,2,Moira Dela Torre,opm,0rZRTXEmmPmx6gt92tBqIc,70,6475764,2018
1239,39,We Won't,0Zge2Kfo3Yd9JOGnAmVPbb,0.52,Jaymes Young,Jaymes Young feat. Phoebe Ryan,6QrQ7OrISRYIfS5mtacaw2,Feel Something,6MuWCR3WPjwyKhqsTKLZ3z,yopotatooo,0.4,0.319,6,-11.121,1,0.227,0.432,0,0.373,0.51,63.716,240587,4,spotify:track:0Zge2Kfo3Yd9JOGnAmVPbb,https://api.spotify.com/v1/audio-analysis/0Zge2Kfo3Yd9JOGnAmVPbb,Janine,2,Jaymes Young,"alt z,modern rock,pop",6QrQ7OrISRYIfS5mtacaw2,78,713183,2018
1240,40,The Middle,2ARqIya5NAuvFVHSN3bL0m,0.02,Zedd,Zedd feat. Maren Morris feat. Grey,2qxJFvFYMEDqd7ui6kSAcq,The Middle,1D8u1ccrRXyFMOGTEXTgTX,yopotatooo,0.748,0.652,7,-3.02,1,0.058,0.208,0,0.128,0.431,106.914,184732,4,spotify:track:2ARqIya5NAuvFVHSN3bL0m,https://api.spotify.com/v1/audio-analysis/2ARqIya5NAuvFVHSN3bL0m,Janine,2,Zedd,"complextro,dance pop,edm,electro house,electropop,german techno,pop,pop dance,pop rap,tropical house",2qxJFvFYMEDqd7ui6kSAcq,79,5634209,2018
1241,41,Alone with Me,3BWlLiQSXXxy3OpL59k7lN,0.54,Vance Joy,Vance Joy,10exVja0key0uqUkk6LJRT,Nation of Two,5f6Eu9QtujgGggq5qbbycV,yopotatooo,0.625,0.527,1,-6.449,0,0.0331,0.108,0.00291,0.106,0.0477,141.963,266627,4,spotify:track:3BWlLiQSXXxy3OpL59k7lN,https://api.spotify.com/v1/audio-analysis/3BWlLiQSXXxy3OpL59k7lN,Janine,2,Vance Joy,"folk-pop,modern rock,pop,pop rock",10exVja0key0uqUkk6LJRT,78,2506884,2018
1242,42,Pasensya Ka Na,0YyM8aEdbjGfLWPn6fdcn7,0.37,Silent Sanctuary,Silent Sanctuary,4nGp682WMiKS4X217kPw8C,Langit. Luha.,38jqi8VvSax4miNL2cacD1,yopotatooo,0.696,0.262,11,-15.073,1,0.031,0.519,0,0.0669,0.265,84.007,241030,4,spotify:track:0YyM8aEdbjGfLWPn6fdcn7,https://api.spotify.com/v1/audio-analysis/0YyM8aEdbjGfLWPn6fdcn7,Janine,2,Silent Sanctuary,"opm,pinoy rock",4nGp682WMiKS4X217kPw8C,64,2270564,2018
1243,43,Piano,1FSfCzJd8aSQ0nqTSbN4PO,0.6,Ariana Grande,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,Yours Truly,6czdbbMtGbAkZ6ud2OMTcg,yopotatooo,0.738,0.804,1,-4.286,0,0.0815,0.164,0,0.826,0.725,120.017,234427,4,spotify:track:1FSfCzJd8aSQ0nqTSbN4PO,https://api.spotify.com/v1/audio-analysis/1FSfCzJd8aSQ0nqTSbN4PO,Janine,2,Ariana Grande,"dance pop,pop",66CXWjxzNUsdJxJ2JdwvnR,95,73200855,2018
1244,44,LOVE SCENARIO,6qAzAmPBUpGrk7XADZHR5k,0.02,iKON,iKON,5qRSs6mvI17zrkJpOHkCoM,Return,1VSMwSajwLiywZBuB8gvP8,yopotatooo,0.806,0.707,7,-4.623,1,0.0307,0.331,0,0.294,0.746,118.011,209648,4,spotify:track:6qAzAmPBUpGrk7XADZHR5k,https://api.spotify.com/v1/audio-analysis/6qAzAmPBUpGrk7XADZHR5k,Janine,2,iKON,"k-pop,k-pop boy group",5qRSs6mvI17zrkJpOHkCoM,66,3182109,2018
1245,45,Honey Hold Me,01CJIdaopzKB87o4ZmBhAC,0,Morningsiders,Morningsiders,5hPR4Atp3QY2ztiAcz1inl,Honey Hold Me,5GsDwyPdCiGArlSDj3aCc4,yopotatooo,0.604,0.567,0,-6.841,1,0.0271,0.367,0.00325,0.19,0.517,82.047,181455,4,spotify:track:01CJIdaopzKB87o4ZmBhAC,https://api.spotify.com/v1/audio-analysis/01CJIdaopzKB87o4ZmBhAC,Janine,2,Morningsiders,"folk-pop,indie folk,indiecoustica,stomp and holler",5hPR4Atp3QY2ztiAcz1inl,48,32592,2018
